building_id,timestamp,power_consumption,temperature,humidity,occupancy,floor,room_type
B002,2023-03-31 08:00:00,55.25,18.1,58.4,100.0,2,office
B002,2023-03-31 09:00:00,59.05,16.9,28.7,85.7,2,office
B002,2023-03-31 10:00:00,64.57,16.5,65.9,90.9,2,office
B002,2023-03-31 11:00:00,57.3,27.4,57.8,100.0,2,office
B002,2023-03-31 12:00:00,39.01,18.8,61.6,57.9,2,office
B002,2023-03-31 13:00:00,49.9,18.4,32.8,87.9,2,office
B002,2023-03-31 14:00:00,65.75,21.4,48.3,85.1,2,office
B002,2023-03-31 15:00:00,57.43,17.4,60.1,85.0,2,office
B002,2023-03-31 16:00:00,53.72,14.1,72.4,100.0,2,office
B002,2023-03-31 17:00:00,46.97,9.9,54.9,97.0,2,office
B002,2023-03-31 18:00:00,63.8,18.0,46.0,75.1,2,office
B002,2023-03-31 19:00:00,16.44,13.6,40.6,7.5,2,office
B002,2023-03-31 20:00:00,10.86,12.4,40.9,14.4,2,office
B002,2023-03-31 21:00:00,16.95,16.0,54.8,7.1,2,office
B002,2023-03-31 22:00:00,13.95,19.1,64.3,5.5,2,office
B002,2023-03-31 23:00:00,3.62,12.7,33.2,10.4,2,office
B002,2023-04-01 00:00:00,5.68,23.8,53.4,5.4,2,office
B002,2023-04-01 01:00:00,0.0,15.2,30.3,9.3,2,office
B002,2023-04-01 02:00:00,5.47,19.3,63.0,20.7,2,office
B002,2023-04-01 03:00:00,1.18,18.5,34.2,6.9,2,office
B002,2023-04-01 04:00:00,1.96,9.2,60.6,7.7,2,office
B002,2023-04-01 05:00:00,0.95,11.4,65.2,15.9,2,office
B002,2023-04-01 06:00:00,2.27,18.9,52.7,10.6,2,office
B002,2023-04-01 07:00:00,4.07,19.0,72.8,5.1,2,office
B002,2023-04-01 08:00:00,16.95,18.6,32.4,13.3,2,office
B002,2023-04-01 09:00:00,7.8,22.2,62.6,13.7,2,office
B002,2023-04-01 10:00:00,3.45,12.3,43.9,12.6,2,office
B002,2023-04-01 11:00:00,7.7,19.9,54.3,8.7,2,office
B002,2023-04-01 12:00:00,6.21,22.9,55.3,0.2,2,office
B002,2023-04-01 13:00:00,4.24,11.6,61.6,10.6,2,office
B002,2023-04-01 14:00:00,12.04,13.1,44.0,19.7,2,office
B002,2023-04-01 15:00:00,1.42,13.3,28.5,1.4,2,office
B002,2023-04-01 16:00:00,17.83,21.0,62.2,8.6,2,office
B002,2023-04-01 17:00:00,4.49,12.7,58.0,10.2,2,office
B002,2023-04-01 18:00:00,11.23,20.7,69.5,1.4,2,office
B002,2023-04-01 19:00:00,5.35,18.3,20.0,18.9,2,office
B002,2023-04-01 20:00:00,17.68,16.1,38.0,17.3,2,office
B002,2023-04-01 21:00:00,7.22,16.8,32.4,18.1,2,office
B002,2023-04-01 22:00:00,2.19,17.4,52.9,2.7,2,office
B002,2023-04-01 23:00:00,0.0,17.7,63.0,13.7,2,office
B002,2023-04-02 00:00:00,6.85,21.8,53.0,9.4,2,office
B002,2023-04-02 01:00:00,3.51,12.2,47.0,7.6,2,office
B002,2023-04-02 02:00:00,12.37,29.8,28.0,0.0,2,office
B002,2023-04-02 03:00:00,7.21,17.3,39.0,6.3,2,office
B002,2023-04-02 04:00:00,4.93,14.9,80.0,12.4,2,office
B002,2023-04-02 05:00:00,7.84,24.3,62.9,16.9,2,office
B002,2023-04-02 06:00:00,0.77,18.0,46.6,12.4,2,office
B002,2023-04-02 07:00:00,0.0,14.5,45.9,14.3,2,office
B002,2023-04-02 08:00:00,9.14,23.9,41.8,5.5,2,office
B002,2023-04-02 09:00:00,11.43,24.0,41.1,12.4,2,office
B002,2023-04-02 10:00:00,3.41,19.0,51.8,5.3,2,office
B002,2023-04-02 11:00:00,14.66,21.0,30.0,10.5,2,office
B002,2023-04-02 12:00:00,14.79,22.3,70.5,17.7,2,office
B002,2023-04-02 13:00:00,6.89,19.4,72.8,5.0,2,office
B002,2023-04-02 14:00:00,6.47,19.0,53.8,8.4,2,office
B002,2023-04-02 15:00:00,10.24,14.7,61.4,7.5,2,office
B002,2023-04-02 16:00:00,14.94,24.7,49.3,4.9,2,office
B002,2023-04-02 17:00:00,13.69,22.3,56.6,16.7,2,office
B002,2023-04-02 18:00:00,11.79,16.7,52.1,4.8,2,office
B002,2023-04-02 19:00:00,1.08,14.0,47.4,5.3,2,office
B002,2023-04-02 20:00:00,0.0,24.3,35.2,19.9,2,office
B002,2023-04-02 21:00:00,5.71,24.8,68.0,5.7,2,office
B002,2023-04-02 22:00:00,12.65,13.9,65.0,7.4,2,office
B002,2023-04-02 23:00:00,0.0,13.3,52.8,7.0,2,office
B002,2023-04-03 00:00:00,6.11,25.7,57.8,9.6,2,office
B002,2023-04-03 01:00:00,0.16,17.0,42.1,2.1,2,office
B002,2023-04-03 02:00:00,11.45,12.7,53.3,1.2,2,office
B002,2023-04-03 03:00:00,0.0,17.2,62.6,3.7,2,office
B002,2023-04-03 04:00:00,2.19,19.9,42.0,10.5,2,office
B002,2023-04-03 05:00:00,6.72,8.3,43.2,8.1,2,office
B002,2023-04-03 06:00:00,0.83,17.0,21.9,9.1,2,office
B002,2023-04-03 07:00:00,3.14,10.7,49.7,3.1,2,office
B002,2023-04-03 08:00:00,62.39,12.2,31.5,61.6,2,office
B002,2023-04-03 09:00:00,51.81,15.4,41.8,72.0,2,office
B002,2023-04-03 10:00:00,26.09,20.7,50.6,37.6,2,office
B002,2023-04-03 11:00:00,40.79,20.9,53.0,66.3,2,office
B002,2023-04-03 12:00:00,72.07,26.1,73.7,79.1,2,office
B002,2023-04-03 13:00:00,62.01,17.7,50.5,87.8,2,office
B002,2023-04-03 14:00:00,42.19,11.7,20.7,82.1,2,office
B002,2023-04-03 15:00:00,57.14,20.2,56.7,88.1,2,office
B002,2023-04-03 16:00:00,76.83,20.7,21.7,89.1,2,office
B002,2023-04-03 17:00:00,65.14,20.6,39.6,90.7,2,office
B002,2023-04-03 18:00:00,41.77,20.6,34.6,63.7,2,office
B002,2023-04-03 19:00:00,16.89,14.4,47.3,5.3,2,office
B002,2023-04-03 20:00:00,20.01,9.8,73.3,5.4,2,office
B002,2023-04-03 21:00:00,8.8,19.8,49.3,10.8,2,office
B002,2023-04-03 22:00:00,21.16,0.1,64.2,10.7,2,office
B002,2023-04-03 23:00:00,11.44,9.6,22.0,9.1,2,office
B002,2023-04-04 00:00:00,1.39,17.3,44.6,3.6,2,office
B002,2023-04-04 01:00:00,1.27,14.6,65.8,3.9,2,office
B002,2023-04-04 02:00:00,10.76,19.9,45.9,16.3,2,office
B002,2023-04-04 03:00:00,5.4,21.8,55.3,11.4,2,office
B002,2023-04-04 04:00:00,5.54,14.1,75.4,1.7,2,office
B002,2023-04-04 05:00:00,12.71,10.5,59.3,1.2,2,office
B002,2023-04-04 06:00:00,1.0,10.4,62.4,16.5,2,office
B002,2023-04-04 07:00:00,3.26,13.9,28.6,9.8,2,office
B002,2023-04-04 08:00:00,48.51,12.8,38.1,67.5,2,office
B002,2023-04-04 09:00:00,39.68,19.9,80.0,100.0,2,office
B002,2023-04-04 10:00:00,52.96,20.0,54.8,68.4,2,office
B002,2023-04-04 11:00:00,38.63,15.5,47.4,78.3,2,office
B002,2023-04-04 12:00:00,59.72,19.2,67.2,100.0,2,office
B002,2023-04-04 13:00:00,63.21,17.7,43.7,89.6,2,office
B002,2023-04-04 14:00:00,56.9,18.1,47.2,100.0,2,office
B002,2023-04-04 15:00:00,57.18,6.7,55.3,87.7,2,office
B002,2023-04-04 16:00:00,59.72,11.5,35.1,84.7,2,office
B002,2023-04-04 17:00:00,33.38,20.1,38.5,64.3,2,office
B002,2023-04-04 18:00:00,77.23,24.0,43.3,98.8,2,office
B002,2023-04-04 19:00:00,3.69,23.2,31.6,2.5,2,office
B002,2023-04-04 20:00:00,23.15,12.5,60.6,23.7,2,office
B002,2023-04-04 21:00:00,15.85,17.4,65.3,14.1,2,office
B002,2023-04-04 22:00:00,21.07,10.6,60.3,11.6,2,office
B002,2023-04-04 23:00:00,18.54,16.6,80.0,7.2,2,office
B002,2023-04-05 00:00:00,6.43,17.9,71.4,14.7,2,office
B002,2023-04-05 01:00:00,0.0,21.8,57.1,9.3,2,office
B002,2023-04-05 02:00:00,1.73,19.0,63.4,19.0,2,office
B002,2023-04-05 03:00:00,5.47,19.2,72.3,11.4,2,office
B002,2023-04-05 04:00:00,4.85,17.1,32.6,13.9,2,office
B002,2023-04-05 05:00:00,6.48,22.2,20.0,10.3,2,office
B002,2023-04-05 06:00:00,0.0,18.0,46.8,4.3,2,office
B002,2023-04-05 07:00:00,4.04,26.4,45.7,13.7,2,office
B002,2023-04-05 08:00:00,53.58,18.6,79.4,96.2,2,office
B002,2023-04-05 09:00:00,64.36,6.7,35.2,84.4,2,office
B002,2023-04-05 10:00:00,48.6,14.2,37.8,78.6,2,office
B002,2023-04-05 11:00:00,74.91,24.3,29.9,85.2,2,office
B002,2023-04-05 12:00:00,61.35,27.1,54.2,76.2,2,office
B002,2023-04-05 13:00:00,45.49,15.0,63.5,92.3,2,office
B002,2023-04-05 14:00:00,55.66,23.2,55.4,99.5,2,office
B002,2023-04-05 15:00:00,64.76,19.9,59.9,72.6,2,office
B002,2023-04-05 16:00:00,43.8,21.9,42.7,72.4,2,office
B002,2023-04-05 17:00:00,55.4,23.2,20.0,71.2,2,office
B002,2023-04-05 18:00:00,44.43,18.2,64.3,78.0,2,office
B002,2023-04-05 19:00:00,12.05,13.4,64.3,7.1,2,office
B002,2023-04-05 20:00:00,24.08,27.0,68.3,9.6,2,office
B002,2023-04-05 21:00:00,17.36,25.8,20.0,2.5,2,office
B002,2023-04-05 22:00:00,19.23,12.5,36.7,6.3,2,office
B002,2023-04-05 23:00:00,1.04,21.7,40.4,9.2,2,office
B002,2023-04-06 00:00:00,6.91,21.6,29.0,13.4,2,office
B002,2023-04-06 01:00:00,4.61,5.5,33.6,6.2,2,office
B002,2023-04-06 02:00:00,8.08,9.0,37.9,6.5,2,office
B002,2023-04-06 03:00:00,0.55,20.7,34.3,21.0,2,office
B002,2023-04-06 04:00:00,6.32,16.3,59.8,11.0,2,office
B002,2023-04-06 05:00:00,1.84,5.7,46.8,7.7,2,office
B002,2023-04-06 06:00:00,0.0,19.0,50.6,2.1,2,office
B002,2023-04-06 07:00:00,7.9,17.2,36.9,17.1,2,office
B002,2023-04-06 08:00:00,60.51,4.8,56.8,93.6,2,office
B002,2023-04-06 09:00:00,38.89,12.9,48.3,87.0,2,office
B002,2023-04-06 10:00:00,68.08,13.2,30.3,89.8,2,office
B002,2023-04-06 11:00:00,55.58,16.9,66.8,88.9,2,office
B002,2023-04-06 12:00:00,51.86,12.3,46.4,59.7,2,office
B002,2023-04-06 13:00:00,71.71,25.8,39.4,80.3,2,office
B002,2023-04-06 14:00:00,51.02,16.9,34.5,73.8,2,office
B002,2023-04-06 15:00:00,55.92,24.5,59.9,93.6,2,office
B002,2023-04-06 16:00:00,57.51,13.1,70.0,74.4,2,office
B002,2023-04-06 17:00:00,18.49,23.0,66.0,52.4,2,office
B002,2023-04-06 18:00:00,49.7,16.8,41.2,100.0,2,office
B002,2023-04-06 19:00:00,11.46,22.3,47.3,12.1,2,office
B002,2023-04-06 20:00:00,13.79,15.4,66.1,21.1,2,office
B002,2023-04-06 21:00:00,13.53,16.4,29.2,0.0,2,office
B002,2023-04-06 22:00:00,15.1,13.4,62.0,11.2,2,office
B002,2023-04-06 23:00:00,13.53,12.2,20.0,15.0,2,office
B002,2023-04-07 00:00:00,0.0,12.7,61.2,3.2,2,office
B002,2023-04-07 01:00:00,6.32,22.9,26.3,16.8,2,office
B002,2023-04-07 02:00:00,5.48,18.4,74.5,6.0,2,office
B002,2023-04-07 03:00:00,0.0,23.2,67.0,12.4,2,office
B002,2023-04-07 04:00:00,8.69,14.5,71.9,10.9,2,office
B002,2023-04-07 05:00:00,6.99,20.3,45.5,20.7,2,office
B002,2023-04-07 06:00:00,0.0,7.4,51.6,7.3,2,office
B002,2023-04-07 07:00:00,5.84,27.7,32.2,22.7,2,office
B002,2023-04-07 08:00:00,49.37,14.0,63.6,83.6,2,office
B002,2023-04-07 09:00:00,43.2,19.4,60.6,73.3,2,office
B002,2023-04-07 10:00:00,60.58,17.8,43.0,92.6,2,office
B002,2023-04-07 11:00:00,36.11,20.1,59.0,68.6,2,office
B002,2023-04-07 12:00:00,55.57,21.4,58.4,78.5,2,office
B002,2023-04-07 13:00:00,50.53,23.3,80.0,69.4,2,office
B002,2023-04-07 14:00:00,39.17,11.4,47.5,73.8,2,office
B002,2023-04-07 15:00:00,64.41,20.2,80.0,89.5,2,office
B002,2023-04-07 16:00:00,31.39,21.2,54.7,79.2,2,office
B002,2023-04-07 17:00:00,47.44,17.8,48.1,67.5,2,office
B002,2023-04-07 18:00:00,63.59,19.9,54.6,88.8,2,office
B002,2023-04-07 19:00:00,8.0,17.6,78.7,2.8,2,office
B002,2023-04-07 20:00:00,19.56,10.3,35.9,3.8,2,office
B002,2023-04-07 21:00:00,12.59,20.7,80.0,10.7,2,office
B002,2023-04-07 22:00:00,14.27,14.3,60.0,5.9,2,office
B002,2023-04-07 23:00:00,10.71,18.5,48.9,12.2,2,office
B002,2023-04-08 00:00:00,5.48,15.1,46.9,15.0,2,office
B002,2023-04-08 01:00:00,0.0,14.5,26.3,11.3,2,office
B002,2023-04-08 02:00:00,6.25,19.4,60.3,10.7,2,office
B002,2023-04-08 03:00:00,9.23,16.0,46.9,10.3,2,office
B002,2023-04-08 04:00:00,0.91,19.1,67.0,6.3,2,office
B002,2023-04-08 05:00:00,4.52,22.8,47.1,7.8,2,office
B002,2023-04-08 06:00:00,0.0,11.7,56.6,20.1,2,office
B002,2023-04-08 07:00:00,0.0,7.9,53.7,10.8,2,office
B002,2023-04-08 08:00:00,6.37,10.4,59.4,0.9,2,office
B002,2023-04-08 09:00:00,11.82,18.5,71.4,0.0,2,office
B002,2023-04-08 10:00:00,4.13,21.0,54.8,8.0,2,office
B002,2023-04-08 11:00:00,10.33,27.6,39.9,11.5,2,office
B002,2023-04-08 12:00:00,17.6,8.5,35.8,18.7,2,office
B002,2023-04-08 13:00:00,5.31,23.7,31.0,10.1,2,office
B002,2023-04-08 14:00:00,4.88,10.8,65.8,11.1,2,office
B002,2023-04-08 15:00:00,10.03,10.1,40.8,12.7,2,office
B002,2023-04-08 16:00:00,14.87,17.1,20.0,11.3,2,office
B002,2023-04-08 17:00:00,4.69,19.6,70.4,5.3,2,office
B002,2023-04-08 18:00:00,5.31,22.2,53.5,0.5,2,office
B002,2023-04-08 19:00:00,10.79,24.6,65.9,11.3,2,office
B002,2023-04-08 20:00:00,9.28,16.6,42.2,7.3,2,office
B002,2023-04-08 21:00:00,14.72,19.8,47.9,16.0,2,office
B002,2023-04-08 22:00:00,12.2,14.4,51.2,7.9,2,office
B002,2023-04-08 23:00:00,2.32,12.4,20.0,13.4,2,office
B002,2023-04-09 00:00:00,0.0,25.9,42.5,14.5,2,office
B002,2023-04-09 01:00:00,3.5,11.2,44.9,0.0,2,office
B002,2023-04-09 02:00:00,6.81,17.7,39.8,9.8,2,office
B002,2023-04-09 03:00:00,0.0,11.6,80.0,11.6,2,office
B002,2023-04-09 04:00:00,0.0,22.0,45.0,13.6,2,office
B002,2023-04-09 05:00:00,5.95,22.3,56.4,8.8,2,office
B002,2023-04-09 06:00:00,0.0,27.6,57.2,19.1,2,office
B002,2023-04-09 07:00:00,10.93,24.2,66.3,11.4,2,office
B002,2023-04-09 08:00:00,12.02,23.4,48.9,13.5,2,office
B002,2023-04-09 09:00:00,8.36,11.4,25.8,1.0,2,office
B002,2023-04-09 10:00:00,17.77,12.7,35.1,7.3,2,office
B002,2023-04-09 11:00:00,0.7,21.2,42.8,4.3,2,office
B002,2023-04-09 12:00:00,5.84,23.5,46.3,11.6,2,office
B002,2023-04-09 13:00:00,3.72,20.8,47.7,0.0,2,office
B002,2023-04-09 14:00:00,10.07,18.4,54.0,9.7,2,office
B002,2023-04-09 15:00:00,1.64,16.4,52.8,7.0,2,office
B002,2023-04-09 16:00:00,4.69,17.9,30.6,17.3,2,office
B002,2023-04-09 17:00:00,16.29,14.9,21.4,24.3,2,office
B002,2023-04-09 18:00:00,13.58,19.1,57.2,10.2,2,office
B002,2023-04-09 19:00:00,7.49,24.8,39.6,5.8,2,office
B002,2023-04-09 20:00:00,14.31,13.6,58.7,10.0,2,office
B002,2023-04-09 21:00:00,3.46,17.1,58.4,16.6,2,office
B002,2023-04-09 22:00:00,10.68,21.1,70.2,7.5,2,office
B002,2023-04-09 23:00:00,10.35,11.9,20.0,13.4,2,office
B002,2023-04-10 00:00:00,3.68,12.5,68.5,11.7,2,office
B002,2023-04-10 01:00:00,7.13,5.3,48.4,13.2,2,office
B002,2023-04-10 02:00:00,10.59,20.0,54.2,10.5,2,office
B002,2023-04-10 03:00:00,1.8,14.8,80.0,9.8,2,office
B002,2023-04-10 04:00:00,5.98,9.0,62.9,12.8,2,office
B002,2023-04-10 05:00:00,5.43,19.4,43.8,12.9,2,office
B002,2023-04-10 06:00:00,13.79,25.1,71.8,15.6,2,office
B002,2023-04-10 07:00:00,0.0,20.8,47.4,9.3,2,office
B002,2023-04-10 08:00:00,70.67,13.4,65.7,100.0,2,office
B002,2023-04-10 09:00:00,57.67,16.2,80.0,100.0,2,office
B002,2023-04-10 10:00:00,42.83,20.9,55.4,58.0,2,office
B002,2023-04-10 11:00:00,31.66,17.0,40.0,52.1,2,office
B002,2023-04-10 12:00:00,40.73,25.7,61.9,91.8,2,office
B002,2023-04-10 13:00:00,39.47,23.1,58.0,46.3,2,office
B002,2023-04-10 14:00:00,44.64,19.5,46.3,70.3,2,office
B002,2023-04-10 15:00:00,48.47,12.5,53.8,72.6,2,office
B002,2023-04-10 16:00:00,50.67,18.2,31.4,97.8,2,office
B002,2023-04-10 17:00:00,64.76,21.1,42.6,90.9,2,office
B002,2023-04-10 18:00:00,39.64,21.3,47.5,92.5,2,office
B002,2023-04-10 19:00:00,22.28,22.9,51.2,5.2,2,office
B002,2023-04-10 20:00:00,12.14,17.0,55.3,6.1,2,office
B002,2023-04-10 21:00:00,32.28,18.8,23.1,10.8,2,office
B002,2023-04-10 22:00:00,21.15,22.7,20.0,0.0,2,office
B002,2023-04-10 23:00:00,0.0,22.8,35.7,4.5,2,office
B002,2023-04-11 00:00:00,7.74,18.8,52.1,6.5,2,office
B002,2023-04-11 01:00:00,10.09,16.1,50.4,3.6,2,office
B002,2023-04-11 02:00:00,0.0,18.2,63.4,7.6,2,office
B002,2023-04-11 03:00:00,15.84,21.4,40.6,8.7,2,office
B002,2023-04-11 04:00:00,11.08,25.2,63.5,5.6,2,office
B002,2023-04-11 05:00:00,4.7,12.8,53.3,5.3,2,office
B002,2023-04-11 06:00:00,1.05,28.9,49.3,8.4,2,office
B002,2023-04-11 07:00:00,10.97,20.9,34.1,4.2,2,office
B002,2023-04-11 08:00:00,45.11,15.4,57.6,79.7,2,office
B002,2023-04-11 09:00:00,53.26,19.4,45.2,62.9,2,office
B002,2023-04-11 10:00:00,52.63,17.6,50.8,80.0,2,office
B002,2023-04-11 11:00:00,38.71,6.7,54.2,41.4,2,office
B002,2023-04-11 12:00:00,37.1,16.5,46.9,76.3,2,office
B002,2023-04-11 13:00:00,74.41,19.6,31.8,97.2,2,office
B002,2023-04-11 14:00:00,41.92,26.4,67.4,78.3,2,office
B002,2023-04-11 15:00:00,56.47,11.2,51.8,87.5,2,office
B002,2023-04-11 16:00:00,48.95,19.6,80.0,74.1,2,office
B002,2023-04-11 17:00:00,60.92,16.3,65.7,99.5,2,office
B002,2023-04-11 18:00:00,55.27,13.2,78.4,80.6,2,office
B002,2023-04-11 19:00:00,5.93,21.3,68.0,0.9,2,office
B002,2023-04-11 20:00:00,26.04,14.1,74.4,5.0,2,office
B002,2023-04-11 21:00:00,28.55,23.1,22.8,9.6,2,office
B002,2023-04-11 22:00:00,30.65,25.8,58.2,12.0,2,office
B002,2023-04-11 23:00:00,5.17,24.8,50.0,12.1,2,office
B002,2023-04-12 00:00:00,5.5,13.8,45.1,14.8,2,office
B002,2023-04-12 01:00:00,2.46,23.4,45.2,17.7,2,office
B002,2023-04-12 02:00:00,0.0,12.1,50.3,13.5,2,office
B002,2023-04-12 03:00:00,10.22,20.4,20.0,16.5,2,office
B002,2023-04-12 04:00:00,0.0,12.4,72.2,7.1,2,office
B002,2023-04-12 05:00:00,0.76,16.5,58.1,9.6,2,office
B002,2023-04-12 06:00:00,4.23,10.3,64.7,4.2,2,office
B002,2023-04-12 07:00:00,5.56,17.9,27.4,1.1,2,office
B002,2023-04-12 08:00:00,72.02,18.2,58.3,81.1,2,office
B002,2023-04-12 09:00:00,76.86,9.4,71.6,96.6,2,office
B002,2023-04-12 10:00:00,54.4,19.5,49.5,82.7,2,office
B002,2023-04-12 11:00:00,64.88,17.6,35.6,100.0,2,office
B002,2023-04-12 12:00:00,57.58,23.8,74.1,77.3,2,office
B002,2023-04-12 13:00:00,47.18,21.9,67.6,42.2,2,office
B002,2023-04-12 14:00:00,74.84,19.9,50.4,99.0,2,office
B002,2023-04-12 15:00:00,65.73,23.5,65.4,87.8,2,office
B002,2023-04-12 16:00:00,46.06,15.7,46.9,89.9,2,office
B002,2023-04-12 17:00:00,35.27,21.3,20.0,65.4,2,office
B002,2023-04-12 18:00:00,38.17,21.1,42.7,100.0,2,office
B002,2023-04-12 19:00:00,16.51,13.3,61.8,4.9,2,office
B002,2023-04-12 20:00:00,16.69,10.9,46.3,1.9,2,office
B002,2023-04-12 21:00:00,27.61,11.3,56.1,6.5,2,office
B002,2023-04-12 22:00:00,22.07,15.3,48.1,12.1,2,office
B002,2023-04-12 23:00:00,2.64,18.4,40.4,11.8,2,office
B002,2023-04-13 00:00:00,6.1,17.5,56.8,9.3,2,office
B002,2023-04-13 01:00:00,10.53,16.6,64.4,18.0,2,office
B002,2023-04-13 02:00:00,9.56,16.9,32.4,5.5,2,office
B002,2023-04-13 03:00:00,0.0,16.2,61.2,3.6,2,office
B002,2023-04-13 04:00:00,0.0,20.0,42.7,11.2,2,office
B002,2023-04-13 05:00:00,2.86,13.4,40.8,12.5,2,office
B002,2023-04-13 06:00:00,14.58,25.3,41.6,10.1,2,office
B002,2023-04-13 07:00:00,0.27,8.1,29.2,12.1,2,office
B002,2023-04-13 08:00:00,40.96,14.6,70.9,92.0,2,office
B002,2023-04-13 09:00:00,49.76,23.3,34.3,73.1,2,office
B002,2023-04-13 10:00:00,65.26,14.7,37.2,100.0,2,office
B002,2023-04-13 11:00:00,51.73,23.4,64.2,93.4,2,office
B002,2023-04-13 12:00:00,50.98,22.9,65.0,84.3,2,office
B002,2023-04-13 13:00:00,83.72,19.6,68.1,93.4,2,office
B002,2023-04-13 14:00:00,32.15,17.9,28.7,68.2,2,office
B002,2023-04-13 15:00:00,52.6,21.0,34.5,76.2,2,office
B002,2023-04-13 16:00:00,56.21,14.0,53.7,94.3,2,office
B002,2023-04-13 17:00:00,61.55,8.0,67.8,89.1,2,office
B002,2023-04-13 18:00:00,24.76,27.0,46.3,100.0,2,office
B002,2023-04-13 19:00:00,17.81,16.1,57.1,0.0,2,office
B002,2023-04-13 20:00:00,17.37,16.7,57.5,8.1,2,office
B002,2023-04-13 21:00:00,17.12,9.4,24.9,5.5,2,office
B002,2023-04-13 22:00:00,23.82,17.4,43.7,3.0,2,office
B002,2023-04-13 23:00:00,6.53,20.7,56.8,14.8,2,office
B002,2023-04-14 00:00:00,1.23,9.2,49.6,6.0,2,office
B002,2023-04-14 01:00:00,8.44,18.0,47.2,13.2,2,office
B002,2023-04-14 02:00:00,17.04,20.6,22.3,9.1,2,office
B002,2023-04-14 03:00:00,8.97,14.8,36.6,14.9,2,office
B002,2023-04-14 04:00:00,12.21,21.4,31.6,7.8,2,office
B002,2023-04-14 05:00:00,1.58,19.7,64.9,4.4,2,office
B002,2023-04-14 06:00:00,0.0,19.8,52.0,5.9,2,office
B002,2023-04-14 07:00:00,1.25,9.4,57.2,10.1,2,office
B002,2023-04-14 08:00:00,61.49,15.0,43.7,61.8,2,office
B002,2023-04-14 09:00:00,52.15,15.0,56.9,82.9,2,office
B002,2023-04-14 10:00:00,44.46,14.7,27.5,79.5,2,office
B002,2023-04-14 11:00:00,35.46,13.9,49.8,76.9,2,office
B002,2023-04-14 12:00:00,44.43,24.7,63.3,67.8,2,office
B002,2023-04-14 13:00:00,71.34,15.4,57.1,99.5,2,office
B002,2023-04-14 14:00:00,31.9,16.7,56.0,78.4,2,office
B002,2023-04-14 15:00:00,36.77,16.3,20.0,38.5,2,office
B002,2023-04-14 16:00:00,64.27,17.4,49.2,58.7,2,office
B002,2023-04-14 17:00:00,63.39,18.4,67.1,89.2,2,office
B002,2023-04-14 18:00:00,62.63,15.0,60.9,80.3,2,office
B002,2023-04-14 19:00:00,9.27,25.9,51.5,8.6,2,office
B002,2023-04-14 20:00:00,25.33,20.8,41.8,16.5,2,office
B002,2023-04-14 21:00:00,21.73,16.5,36.0,18.3,2,office
B002,2023-04-14 22:00:00,11.41,19.0,38.6,10.3,2,office
B002,2023-04-14 23:00:00,3.45,24.5,36.9,11.9,2,office
B002,2023-04-15 00:00:00,3.57,17.2,76.3,9.9,2,office
B002,2023-04-15 01:00:00,6.14,13.9,37.2,7.8,2,office
B002,2023-04-15 02:00:00,0.0,15.6,58.0,10.6,2,office
B002,2023-04-15 03:00:00,0.83,16.8,25.8,8.0,2,office
B002,2023-04-15 04:00:00,0.0,12.3,34.0,9.6,2,office
B002,2023-04-15 05:00:00,0.0,24.6,46.6,16.5,2,office
B002,2023-04-15 06:00:00,5.56,18.2,40.5,10.6,2,office
B002,2023-04-15 07:00:00,0.0,16.9,55.6,15.6,2,office
B002,2023-04-15 08:00:00,8.56,16.2,80.0,8.6,2,office
B002,2023-04-15 09:00:00,5.41,12.1,43.3,2.2,2,office
B002,2023-04-15 10:00:00,16.59,21.1,80.0,8.5,2,office
B002,2023-04-15 11:00:00,7.83,19.2,59.6,7.2,2,office
B002,2023-04-15 12:00:00,7.14,18.4,55.5,2.4,2,office
B002,2023-04-15 13:00:00,5.97,24.2,57.0,20.2,2,office
B002,2023-04-15 14:00:00,15.61,14.9,80.0,4.6,2,office
B002,2023-04-15 15:00:00,12.91,14.1,39.7,18.9,2,office
B002,2023-04-15 16:00:00,3.2,17.0,41.4,13.9,2,office
B002,2023-04-15 17:00:00,11.53,17.9,46.1,21.5,2,office
B002,2023-04-15 18:00:00,5.1,15.8,56.2,0.0,2,office
B002,2023-04-15 19:00:00,3.07,21.5,52.3,4.6,2,office
B002,2023-04-15 20:00:00,0.0,19.8,47.6,10.4,2,office
B002,2023-04-15 21:00:00,7.56,22.0,39.6,8.1,2,office
B002,2023-04-15 22:00:00,6.94,11.6,46.8,0.0,2,office
B002,2023-04-15 23:00:00,2.99,23.4,20.0,1.0,2,office
B002,2023-04-16 00:00:00,0.0,17.8,65.4,10.2,2,office
B002,2023-04-16 01:00:00,7.38,18.3,45.6,8.2,2,office
B002,2023-04-16 02:00:00,2.29,15.6,42.0,6.0,2,office
B002,2023-04-16 03:00:00,9.32,13.6,46.8,7.6,2,office
B002,2023-04-16 04:00:00,1.52,26.0,30.1,6.5,2,office
B002,2023-04-16 05:00:00,4.98,11.8,35.9,16.6,2,office
B002,2023-04-16 06:00:00,0.0,22.6,65.1,13.5,2,office
B002,2023-04-16 07:00:00,2.5,14.6,40.1,4.6,2,office
B002,2023-04-16 08:00:00,0.0,15.3,35.7,7.5,2,office
B002,2023-04-16 09:00:00,4.72,25.9,69.9,1.3,2,office
B002,2023-04-16 10:00:00,16.97,21.7,26.6,15.8,2,office
